lg_country_code,city_name,zone_name,created_date_local,promised_delivery_time_bucket_min,gross_orders,successful_orders,distance_order_count,surge_multiplier,mean_delay,cvr,healthy_vendor_availability_sessions
no,Oslo,Baerum,2025-07-01,44.0,6,4,4580.0,0.321475626,20.308012252733434,0.13333333333333333,1.0
no,Oslo,Baerum,2025-07-02,,1,1,1806.0,0,9.0,0.0625,1.0
no,Oslo,Baerum,2025-07-02,19.0,6,3,1911.0,0,10.18799313191254,0.2,0.7142857142857143
no,Oslo,Baerum,2025-07-02,20.0,1,1,775.0,0,1.1389139557952717,0.16666666666666666,1.0
no,Oslo,Baerum,2025-07-02,21.0,3,3,3398.6666666666665,0,6.9136299253210378,0.3,1.0
no,Oslo,Baerum,2025-07-02,22.0,5,5,2442.2,0,5.8189158446914524,0.15384615384615385,1.0
no,Oslo,Baerum,2025-07-02,23.0,36,36,3367.6388888888887,0,9.1226596977835381,0.18090452261306533,0.94680851063829785
no,Oslo,Baerum,2025-07-02,24.0,57,56,3193.0357142857142,0,9.0567786937797941,0.234375,0.94849785407725318
no,Oslo,Baerum,2025-07-02,25.0,17,17,5364.35294117647,0,5.8942450674275708,0.27710843373493976,0.93243243243243246
no,Oslo,Baerum,2025-07-02,26.0,32,30,3047.0,0,9.8931920353510048,0.17088607594936708,0.97872340425531912
no,Oslo,Baerum,2025-07-02,27.0,57,56,4475.7818181818184,0,8.3058553735942464,0.22018348623853212,0.966996699669967
no,Oslo,Baerum,2025-07-02,28.0,10,9,2831.6666666666665,0,13.326227895104941,0.1702127659574468,0.97727272727272729
no,Oslo,Baerum,2025-07-02,29.0,43,42,3552.4651162790697,0,10.855646503508625,0.20441988950276244,0.95
no,Oslo,Baerum,2025-07-02,30.0,37,37,4154.6756756756758,0,10.747196966031408,0.22839506172839505,0.93617021276595747
no,Oslo,Baerum,2025-07-02,31.0,19,18,5405.0,0,10.312823340908727,0.22368421052631579,1.0
no,Oslo,Baerum,2025-07-02,32.0,24,24,4836.375,0,9.628509686170176,0.19827586206896552,0.9907407407407407
no,Oslo,Baerum,2025-07-02,34.0,6,6,3881.0,0,12.870991852099335,0.11764705882352941,0.6875
no,Oslo,Baerum,2025-07-02,42.0,4,2,4241.0,,21.236348068858295,0.1875,0.0
no,Oslo,Baerum,2025-07-03,,1,1,,0,0.0,0.0,1.0
no,Oslo,Baerum,2025-07-03,20.0,1,1,2493.0,0,7.6613266370967716,0.16666666666666666,1.0
no,Oslo,Baerum,2025-07-03,21.0,2,2,4704.0,0,4.6387221674034329,0.23809523809523808,0.90476190476190477
no,Oslo,Baerum,2025-07-03,22.0,17,17,2712.0,0,7.2006398047191835,0.21978021978021978,0.96511627906976749
no,Oslo,Baerum,2025-07-03,23.0,27,27,3275.4814814814813,0,7.6410214290052147,0.25454545454545452,0.95876288659793818
no,Oslo,Baerum,2025-07-03,24.0,28,28,3784.1785714285716,0,7.4620580255810092,0.19760479041916168,0.93835616438356162
no,Oslo,Baerum,2025-07-03,25.0,31,30,3970.2903225806454,0,7.8733496851604077,0.16233766233766234,0.94736842105263153
no,Oslo,Baerum,2025-07-03,26.0,36,36,4149.25,0,7.944449629676118,0.2348993288590604,0.97058823529411764
no,Oslo,Baerum,2025-07-03,27.0,73,72,3985.0,0.004948356,10.52296593862456,0.23178807947019867,0.95419847328244278
no,Oslo,Baerum,2025-07-03,28.0,29,28,4645.8928571428569,0,8.4821773046636633,0.21212121212121213,0.95238095238095233
no,Oslo,Baerum,2025-07-03,29.0,23,22,4121.545454545455,0,12.275466923732766,0.21212121212121213,0.87058823529411766
no,Oslo,Baerum,2025-07-03,30.0,19,19,4974.1578947368425,0,11.416584949173821,0.24615384615384617,0.9642857142857143
no,Oslo,Baerum,2025-07-03,31.0,67,67,4078.2272727272725,0,12.369601269658235,0.24723247232472326,0.97881355932203384
no,Oslo,Baerum,2025-07-03,32.0,9,9,5149.4444444444443,0,11.457339910896456,0.13043478260869565,0.9
no,Oslo,Baerum,2025-07-03,34.0,13,13,4342.0,0,14.266107072404322,0.17647058823529413,0.93617021276595747
no,Oslo,Baerum,2025-07-03,37.0,6,6,3054.6,0,17.505109303632604,0.1875,0.967741935483871
no,Oslo,Baerum,2025-07-04,,3,3,5194.666666666667,0,3.8135676529519751,0.076923076923076927,0.875
no,Oslo,Baerum,2025-07-04,19.0,7,7,2619.2857142857142,0,8.8740393776550857,0.13513513513513514,0.90322580645161288
no,Oslo,Baerum,2025-07-04,20.0,12,12,2055.25,0,1.251859139637034,0.2153846153846154,0.98275862068965514
no,Oslo,Baerum,2025-07-04,21.0,11,11,4335.909090909091,0,5.2723214631132116,0.25,0.93103448275862066
no,Oslo,Baerum,2025-07-04,22.0,18,17,3844.2777777777778,0,7.650256749878789,0.10989010989010989,0.87804878048780488
no,Oslo,Baerum,2025-07-04,23.0,51,49,3608.4897959183672,0,8.295555283392531,0.26666666666666666,0.95575221238938057
no,Oslo,Baerum,2025-07-04,24.0,10,10,3675.4,0,6.6826974946116637,0.15942028985507245,0.91803278688524592
no,Oslo,Baerum,2025-07-04,25.0,47,44,3367.7272727272725,0,4.724727084703134,0.24757281553398058,0.95081967213114749
no,Oslo,Baerum,2025-07-04,26.0,89,88,4001.7471264367814,0,7.8856482838034756,0.23280423280423279,0.96726190476190477
no,Oslo,Baerum,2025-07-04,27.0,34,33,4604.727272727273,0,5.9541038851760062,0.26451612903225807,0.99259259259259258
no,Oslo,Baerum,2025-07-04,28.0,35,34,3962.3823529411766,0,7.6881954155775185,0.2857142857142857,0.972972972972973
no,Oslo,Baerum,2025-07-04,29.0,39,39,4077.6153846153848,0,10.335623186219232,0.17415730337078653,0.93827160493827155
no,Oslo,Baerum,2025-07-04,30.0,17,17,5777.7058823529414,0,10.40753397971263,0.26470588235294118,0.93442622950819676
no,Oslo,Baerum,2025-07-04,31.0,9,9,4243.333333333333,0,13.859840730567283,0.33333333333333331,0.96875
no,Oslo,Baerum,2025-07-04,32.0,3,3,7674.333333333333,0,10.572146383773319,0.14285714285714285,0.94444444444444442
